STATIONKEY,TAXON,NUMBER,WEIGHT,WTCODE
425500199,CARCHARHINUS PLUMBEUS,1,50.0,E
425500199,LUTJANUS CAMPECHANUS,3,28.9,
425500199,RHIZOPRIONODON TERRAENOVAE,4,9.9,
425500199,SPHYRNA LEWINI,1,12.0,
425500199,SPHYRNA LEWINI,1,36.0,E
425500200,CARCHARHINUS PLUMBEUS,2,56.0,E
425500200,MUSTELUS CANIS,12,76.5,
425500200,MUSTELUS CANIS,1,5.5,E
425500200,RHIZOPRIONODON TERRAENOVAE,1,4.3,
425500200,UROPHYCIS FLORIDANUS,1,0.2,
425500201,CARCHARHINUS PLUMBEUS,1,30.0,E
425500201,MUSTELUS CANIS,2,11.4,
425500201,OPHICHTHUS REX,2,1.9,
425500202,EPINEPHELUS FLAVOLIMBATUS,1,0.7,
425500202,GYMNOTHORAX NIGROMARGINATUS,1,1.0,
425500202,OPHICHTHUS REX,2,4.6,
425500202,PAGRUS PAGRUS,1,2.0,
425500203,EPINEPHELUS FLAVOLIMBATUS,1,7.2,
425500203,LOPHOLATILUS CHAMAELEONTICEPS,1,2.3,
425500203,UROPHYCIS CIRRATUS,1,0.1,
425500205,MUSTELUS CANIS,7,52.0,
425500205,MUSTELUS CANIS,1,6.8,E
425500205,OPHICHTHUS REX,1,8.0,E
425500206,MUSTELUS CANIS,5,33.4,
425500206,OPHICHTHUS REX,1,2.0,
425500207,CARCHARHINUS ACRONOTUS,2,19.1,
425500207,RHIZOPRIONODON TERRAENOVAE,35,102.6,
425500207,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500207,RHIZOPRIONODON TERRAENOVAE,1,4.0,E
425500207,SPHYRNA LEWINI,1,8.0,
425500208,CARCHARHINUS ACRONOTUS,3,29.1,
425500208,CARCHARHINUS BREVIPINNA,1,25.0,E
425500208,RHIZOPRIONODON TERRAENOVAE,4,15.5,
425500208,SPHYRNA LEWINI,1,8.0,
425500209,CARCHARHINUS ACRONOTUS,10,89.3,
425500209,CARCHARHINUS ACRONOTUS,2,21.0,E
425500209,CARCHARHINUS LIMBATUS,1,27.0,E
425500209,RACHYCENTRON CANADUM,1,10.0,
425500209,RHIZOPRIONODON TERRAENOVAE,11,18.5,
425500209,RHIZOPRIONODON TERRAENOVAE,1,1.0,E
425500210,CARCHARHINUS ACRONOTUS,5,43.9,
425500210,CARCHARHINUS ACRONOTUS,1,6.0,E
425500210,CARCHARHINUS BREVIPINNA,2,22.4,
425500210,CARCHARHINUS LIMBATUS,1,8.2,
425500210,LUTJANUS CAMPECHANUS,1,9.0,
425500210,RHIZOPRIONODON TERRAENOVAE,9,31.8,
425500210,SCOMBEROMORUS CAVALLA,1,0.0,C
425500211,CARCHARHINUS ACRONOTUS,5,42.0,
425500211,CARCHARHINUS BREVIPINNA,8,122.2,E
425500211,CARCHARHINUS BREVIPINNA,4,41.2,
425500211,RHIZOPRIONODON TERRAENOVAE,5,16.5,
425500212,BAGRE MARINUS,1,1.0,E
425500212,CARCHARHINUS ACRONOTUS,2,15.4,
425500212,CARCHARHINUS BREVIPINNA,13,137.5,
425500212,CARCHARHINUS BREVIPINNA,3,36.0,E
425500212,CARCHARHINUS LIMBATUS,1,20.0,E
425500212,CARCHARHINUS LIMBATUS,1,15.0,
425500212,RHIZOPRIONODON TERRAENOVAE,10,27.7,
425500212,RHIZOPRIONODON TERRAENOVAE,2,6.9,E
425500213,BAGRE MARINUS,4,3.1,
425500213,CARCHARHINUS BREVIPINNA,11,104.8,
425500213,CARCHARHINUS BREVIPINNA,2,24.0,E
425500213,CARCHARHINUS LIMBATUS,6,56.2,
425500213,RHIZOPRIONODON TERRAENOVAE,6,12.2,
425500214,ARIUS FELIS,2,1.0,
425500214,BAGRE MARINUS,3,2.7,
425500214,CARCHARHINUS BREVIPINNA,5,35.8,
425500214,CARCHARHINUS BREVIPINNA,2,23.0,E
425500214,DASYATIS AMERICANA,1,10.7,
425500214,RHIZOPRIONODON TERRAENOVAE,2,3.4,
425500214,SCIAENOPS OCELLATA,1,5.0,E
425500215,ARIUS FELIS,1,0.1,
425500215,CARCHARHINUS BREVIPINNA,43,309.1,
425500215,CARCHARHINUS BREVIPINNA,4,81.8,E
425500215,CARCHARHINUS LIMBATUS,1,35.0,E
425500215,SCIAENOPS OCELLATA,2,14.2,
425500216,BAGRE MARINUS,39,60.6,
425500216,CARCHARHINIDAE,1,150.0,E
425500216,CARCHARHINUS,1,0.0,C
425500216,CARCHARHINUS BREVIPINNA,5,33.5,
425500216,CARCHARHINUS BREVIPINNA,1,25.0,E
425500216,CARCHARHINUS BREVIPINNA,1,0.0,C
425500216,CARCHARHINUS LEUCAS,1,30.0,E
425500216,CARCHARHINUS LIMBATUS,2,17.4,
425500216,CARCHARHINUS LIMBATUS,1,60.0,E
425500216,RHIZOPRIONODON TERRAENOVAE,15,49.9,
425500216,RHIZOPRIONODON TERRAENOVAE,1,1.5,E
425500216,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500216,SCIAENOPS OCELLATA,1,12.4,
425500217,CARCHARHINUS ACRONOTUS,23,182.4,
425500217,CARCHARHINUS ACRONOTUS,1,0.0,C
425500217,CARCHARHINUS ACRONOTUS,2,13.6,E
425500217,CARCHARHINUS BREVIPINNA,1,1.6,
425500217,CARCHARHINUS LEUCAS,1,32.0,E
425500217,CARCHARHINUS LIMBATUS,4,80.0,E
425500217,RHIZOPRIONODON TERRAENOVAE,13,47.9,
425500217,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500218,BAGRE MARINUS,2,2.3,
425500218,CARCHARHINUS ISODON,2,25.0,
425500218,CARCHARHINUS LIMBATUS,14,127.6,
425500218,CARCHARHINUS LIMBATUS,5,80.0,E
425500218,CARCHARHINUS LIMBATUS,1,0.0,C
425500218,RHIZOPRIONODON TERRAENOVAE,1,3.5,
425500218,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500218,SCIAENOPS OCELLATA,1,7.2,
425500218,SCIAENOPS OCELLATA,1,7.2,E
425500218,SCIAENOPS OCELLATA,1,0.0,C
425500219,CARCHARHINUS ISODON,1,0.0,C
425500219,CARCHARHINUS LEUCAS,4,246.0,E
425500219,CARCHARHINUS LIMBATUS,12,44.0,
425500219,CARCHARHINUS LIMBATUS,2,61.0,E
425500219,CARCHARHINUS PLUMBEUS,1,10.4,
425500219,RHIZOPRIONODON TERRAENOVAE,6,10.4,
425500219,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500219,SCIAENOPS OCELLATA,7,59.6,
425500220,CARCHARHINUS ACRONOTUS,1,8.0,
425500220,CARCHARHINUS BREVIPINNA,1,25.0,E
425500220,RHIZOPRIONODON TERRAENOVAE,9,20.2,
425500220,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500221,CARCHARHINUS ACRONOTUS,3,18.5,
425500221,CARCHARHINUS BREVIPINNA,1,18.0,E
425500221,CARCHARHINUS LIMBATUS,1,25.0,
425500221,RHIZOPRIONODON TERRAENOVAE,22,76.0,
425500221,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500222,CARCHARHINUS ACRONOTUS,37,285.1,
425500222,CARCHARHINUS ACRONOTUS,1,8.0,E
425500222,CARCHARHINUS LEUCAS,1,28.0,E
425500222,CARCHARHINUS LIMBATUS,2,30.5,
425500222,CARCHARHINUS LIMBATUS,1,12.0,E
425500222,RHIZOPRIONODON TERRAENOVAE,9,30.2,
425500223,CARCHARHINUS BREVIPINNA,1,5.0,E
425500223,CARCHARHINUS BREVIPINNA,1,10.6,
425500223,CARCHARHINUS LEUCAS,2,162.0,E
425500223,CARCHARHINUS LIMBATUS,1,13.0,
425500223,CARCHARHINUS LIMBATUS,1,50.0,E
425500223,RHIZOPRIONODON TERRAENOVAE,39,129.9,
425500224,CARCHARHINUS ACRONOTUS,3,21.7,
425500224,CARCHARHINUS ACRONOTUS,1,6.8,E
425500224,CARCHARHINUS LIMBATUS,2,70.0,E
425500224,CARCHARHINUS LIMBATUS,1,7.0,
425500224,RHIZOPRIONODON TERRAENOVAE,23,75.2,
425500224,RHIZOPRIONODON TERRAENOVAE,1,2.5,E
425500225,CARCHARHINUS ACRONOTUS,1,1.1,
425500225,GALEOCERDO CUVIERI,1,3.2,
425500226,CARCHARHINUS ACRONOTUS,7,55.9,
425500226,CARCHARHINUS LIMBATUS,1,16.6,
425500226,CARCHARHINUS LIMBATUS,1,40.0,E
425500226,GALEOCERDO CUVIERI,2,6.2,
425500226,REMORA REMORA,1,1.0,
425500226,RHIZOPRIONODON TERRAENOVAE,8,32.7,
425500226,SPHYRNA MOKARRAN,1,39.0,
425500227,CARCHARHINUS ACRONOTUS,1,10.0,
425500227,RHIZOPRIONODON TERRAENOVAE,38,64.6,
425500227,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500228,CARCHARHINUS ACRONOTUS,2,19.9,
425500228,LUTJANUS CAMPECHANUS,1,5.0,
425500228,RHIZOPRIONODON TERRAENOVAE,25,78.9,
425500229,GALEOCERDO CUVIERI,1,70.0,E
425500229,RHIZOPRIONODON TERRAENOVAE,1,3.5,
425500229,SPHYRNA LEWINI,1,23.6,
425500229,THUNNUS ATLANTICUS,1,12.0,
425500230,CARCHARHINUS LEUCAS,1,100.0,E
425500230,MUSTELUS CANIS,5,26.1,
425500230,RHIZOPRIONODON TERRAENOVAE,1,2.3,
425500231,CARCHARHINUS ACRONOTUS,1,12.2,
425500231,MUSTELUS CANIS,1,1.5,
425500231,RHIZOPRIONODON TERRAENOVAE,4,13.0,
425500231,SPHYRNA LEWINI,1,8.8,
425500232,CARCHARHINUS PLUMBEUS,1,70.0,E
425500232,LUTJANUS CAMPECHANUS,3,15.8,
425500232,RHIZOPRIONODON TERRAENOVAE,17,54.9,
425500232,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500232,SPHYRNA LEWINI,3,28.8,
425500233,CARCHARHINUS FALCIFORMIS,1,5.0,
425500233,LUTJANUS CAMPECHANUS,1,9.7,
425500233,RHIZOPRIONODON TERRAENOVAE,11,34.7,
425500233,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500234,LUTJANUS CAMPECHANUS,1,13.0,
425500235,CARCHARHINUS ACRONOTUS,8,19.5,
425500235,GALEOCERDO CUVIERI,1,225.0,E
425500235,RHIZOPRIONODON TERRAENOVAE,10,38.3,
425500235,UNID.FISH #01,1,180.0,E
425500236,CARCHARHINUS ACRONOTUS,6,46.8,
425500236,CARCHARHINUS LIMBATUS,2,55.0,E
425500236,RHIZOPRIONODON TERRAENOVAE,19,76.3,
425500236,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500237,BAGRE MARINUS,8,10.2,
425500237,BAGRE MARINUS,1,1.7,E
425500237,CARCHARHINUS LEUCAS,4,230.0,E
425500237,CARCHARHINUS LIMBATUS,2,18.0,
425500237,CARCHARHINUS LIMBATUS,2,0.0,C
425500237,CARCHARHINUS LIMBATUS,1,15.0,E
425500237,SCIAENOPS OCELLATA,2,17.1,
425500237,SPHYRNA TIBURO,1,1.5,
425500238,ARIUS FELIS,1,0.3,
425500238,CARCHARHINUS ACRONOTUS,3,22.4,
425500238,CARCHARHINUS ACRONOTUS,1,7.0,E
425500238,RHIZOPRIONODON TERRAENOVAE,40,150.0,
425500238,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500238,RHIZOPRIONODON TERRAENOVAE,1,3.7,E
425500239,CARCHARHINUS ACRONOTUS,1,9.0,
425500239,CARCHARHINUS LIMBATUS,1,10.0,
425500239,CARCHARHINUS LIMBATUS,8,162.1,E
425500239,RHIZOPRIONODON TERRAENOVAE,6,24.2,
425500239,RHIZOPRIONODON TERRAENOVAE,4,0.0,C
425500239,RHIZOPRIONODON TERRAENOVAE,1,3.5,E
425500239,SCIAENOPS OCELLATA,2,16.0,
425500240,CARCHARHINUS ACRONOTUS,3,25.3,
425500240,CARCHARHINUS ACRONOTUS,3,24.6,E
425500240,RHIZOPRIONODON TERRAENOVAE,8,14.6,
425500240,SPHYRNA LEWINI,1,108.0,E
425500240,SPHYRNA MOKARRAN,1,15.9,
425500240,SPHYRNA MOKARRAN,1,85.0,E
425500241,BAGRE MARINUS,27,56.1,
425500241,CARCHARHINUS LIMBATUS,1,8.0,
425500241,CARCHARHINUS LIMBATUS,7,234.0,E
425500241,POGONIAS CROMIS,1,10.8,
425500241,RHIZOPRIONODON TERRAENOVAE,3,11.1,
425500241,SCIAENOPS OCELLATA,13,102.6,
425500242,CARCHARHINUS ACRONOTUS,2,19.0,E
425500242,CARCHARHINUS LIMBATUS,2,16.6,
425500242,CARCHARHINUS LIMBATUS,7,233.0,E
425500242,RHIZOPRIONODON TERRAENOVAE,2,4.2,
425500243,ARIUS FELIS,1,0.4,
425500243,BAGRE MARINUS,1,0.5,
425500243,CARCHARHINUS BREVIPINNA,1,10.0,
425500243,CARCHARHINUS BREVIPINNA,2,40.0,E
425500243,CARCHARHINUS LIMBATUS,2,83.0,E
425500243,RHIZOPRIONODON TERRAENOVAE,2,9.0,
425500243,SCIAENOPS OCELLATA,8,72.4,
425500244,CARCHARHINUS BREVIPINNA,4,22.7,
425500244,CARCHARHINUS BREVIPINNA,3,25.1,E
425500244,CARCHARHINUS LIMBATUS,3,26.3,
425500244,CARCHARHINUS LIMBATUS,7,231.0,E
425500244,RHIZOPRIONODON TERRAENOVAE,2,5.2,
425500245,CARCHARHINUS LIMBATUS,3,23.3,
425500245,CARCHARHINUS LIMBATUS,5,76.0,E
425500245,RHIZOPRIONODON TERRAENOVAE,2,9.0,
425500245,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500246,CARCHARHINUS ACRONOTUS,1,5.0,
425500246,CARCHARHINUS LIMBATUS,3,25.7,
425500246,RHIZOPRIONODON TERRAENOVAE,1,0.4,
425500247,CARCHARHINUS LIMBATUS,1,22.0,E
425500247,RHIZOPRIONODON TERRAENOVAE,2,11.6,
425500248,CARCHARHINUS ACRONOTUS,1,7.5,
425500248,RHIZOPRIONODON TERRAENOVAE,3,4.4,
425500248,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500249,CARCHARHINUS,1,145.0,E
425500249,OPHICHTHUS REX,1,1.5,E
425500249,RHIZOPRIONODON TERRAENOVAE,9,39.4,
425500250,LUTJANUS CAMPECHANUS,3,31.5,
425500250,RHIZOPRIONODON TERRAENOVAE,20,98.3,
425500250,RHIZOPRIONODON TERRAENOVAE,5,25.0,E
425500251,CARCHARHINUS ACRONOTUS,1,5.6,
425500251,CARCHARHINUS LIMBATUS,1,40.0,E
425500251,RHIZOPRIONODON TERRAENOVAE,3,16.5,
425500252,RHIZOPRIONODON TERRAENOVAE,4,21.7,
425500253,RHIZOPRIONODON TERRAENOVAE,12,36.3,
425500254,EPINEPHELUS FLAVOLIMBATUS,2,19.2,
425500254,OPHICHTHUS REX,1,0.3,
425500255,LOPHOLATILUS CHAMAELEONTICEPS,1,7.1,
425500255,MUSTELUS CANIS,1,3.1,
425500255,OPHICHTHUS REX,1,10.0,E
425500255,UROPHYCIS CIRRATUS,1,2.0,
425500256,EPINEPHELUS FLAVOLIMBATUS,1,3.1,
425500256,LUTJANUS CAMPECHANUS,5,30.2,
425500256,MUSTELUS CANIS,2,10.4,
425500256,RHIZOPRIONODON TERRAENOVAE,2,6.5,
425500256,SPHYRNA LEWINI,1,13.0,E
425500257,OPHICHTHUS REX,1,1.0,E
425500257,RHIZOPRIONODON TERRAENOVAE,12,51.6,
425500257,RHIZOPRIONODON TERRAENOVAE,1,5.0,E
425500258,CARCHARHINUS LIMBATUS,1,25.0,E
425500258,CARCHARHINUS PLUMBEUS,1,1.8,
425500258,OPHICHTHUS REX,2,2.2,E
425500258,RHIZOPRIONODON TERRAENOVAE,18,78.9,
425500259,OPHICHTHUS REX,1,5.0,E
425500259,RHIZOPRIONODON TERRAENOVAE,19,81.6,
425500259,RHIZOPRIONODON TERRAENOVAE,1,2.5,E
425500260,CARCHARHINUS ACRONOTUS,1,16.0,E
425500260,OPHICHTHUS REX,1,3.0,E
425500260,RHIZOPRIONODON TERRAENOVAE,31,164.5,
425500261,OPHICHTHUS REX,4,8.5,
425500261,RHIZOPRIONODON TERRAENOVAE,9,41.1,
425500262,LUTJANUS CAMPECHANUS,2,7.9,
425500262,MUSTELUS CANIS,1,1.3,
425500262,RHIZOPRIONODON TERRAENOVAE,7,21.4,
425500263,EPINEPHELUS FLAVOLIMBATUS,1,13.5,
425500264,LUTJANUS CAMPECHANUS,1,7.3,
425500264,RHIZOPRIONODON TERRAENOVAE,34,166.5,
425500265,CARCHARHINUS PLUMBEUS,4,214.0,E
425500265,LUTJANUS CAMPECHANUS,21,104.9,
425500265,OPHICHTHUS REX,1,1.0,E
425500266,CARCHARHINUS BREVIPINNA,1,10.0,E
425500266,CARCHARHINUS OBSCURUS,1,65.0,E
425500266,CARCHARHINUS PLUMBEUS,1,55.0,E
425500266,GALEOCERDO CUVIERI,1,3.4,
425500266,LUTJANUS CAMPECHANUS,3,21.6,
425500266,RHIZOPRIONODON TERRAENOVAE,7,27.0,
425500267,CARCHARHINUS PLUMBEUS,1,100.0,E
425500267,RHIZOPRIONODON TERRAENOVAE,10,38.1,
425500268,MUSTELUS CANIS,1,4.6,
425500269,RHIZOPRIONODON TERRAENOVAE,2,7.3,
425500269,SPHYRNA LEWINI,1,25.0,
425500270,RHIZOPRIONODON TERRAENOVAE,24,81.9,
425500271,CARCHARHINUS ACRONOTUS,1,2.9,
425500271,LUTJANUS CAMPECHANUS,1,8.8,
425500271,RHIZOPRIONODON TERRAENOVAE,46,158.3,
425500272,CARCHARHINUS ACRONOTUS,2,6.9,
425500272,CARCHARHINUS LIMBATUS,3,76.0,E
425500272,RHIZOPRIONODON TERRAENOVAE,26,73.8,
425500272,RHIZOPRIONODON TERRAENOVAE,2,5.0,E
425500272,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500273,CARCHARHINUS ACRONOTUS,2,13.4,
425500273,CARCHARHINUS LIMBATUS,1,16.5,
425500273,CARCHARHINUS LIMBATUS,8,262.0,E
425500273,RHIZOPRIONODON TERRAENOVAE,29,98.0,
425500273,RHIZOPRIONODON TERRAENOVAE,6,0.0,C
425500274,CORYPHAENA HIPPURUS,1,2.3,
425500274,EPINEPHELUS FLAVOLIMBATUS,1,6.3,
425500274,LUTJANUS CAMPECHANUS,2,12.8,
425500275,CARCHARHINUS,1,90.0,E
425500275,CARCHARHINUS PLUMBEUS,1,90.0,E
425500275,LUTJANUS CAMPECHANUS,2,3.5,
425500275,RHIZOPRIONODON TERRAENOVAE,3,6.0,
425500275,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500275,SPHYRNA LEWINI,1,86.0,E
425500276,MUSTELUS CANIS,2,3.4,
425500276,OPHICHTHUS REX,1,1.0,
425500276,SPHYRNA LEWINI,1,16.8,
425500277,CARCHARHINUS ACRONOTUS,1,5.9,
425500277,CARCHARHINUS LEUCAS,1,70.0,E
425500277,CARCHARHINUS LIMBATUS,2,54.6,
425500277,LUTJANUS CAMPECHANUS,2,8.8,
425500277,RHIZOPRIONODON TERRAENOVAE,22,93.3,
425500278,RHIZOPRIONODON TERRAENOVAE,3,0.0,C
425500278,RHIZOPRIONODON TERRAENOVAE,57,221.9,
425500279,CARCHARHINUS,1,81.0,E
425500279,CARCHARHINUS ACRONOTUS,1,11.0,
425500279,CARCHARHINUS LIMBATUS,2,60.0,E
425500279,CARCHARHINUS LIMBATUS,1,12.4,
425500279,LUTJANUS CAMPECHANUS,2,12.4,
425500279,LUTJANUS CAMPECHANUS,1,0.0,C
425500279,RHIZOPRIONODON TERRAENOVAE,12,34.7,
425500279,RHIZOPRIONODON TERRAENOVAE,5,0.0,C
425500280,CARCHARHINUS ACRONOTUS,1,11.0,E
425500280,CARCHARHINUS ACRONOTUS,2,11.8,
425500280,RHIZOPRIONODON TERRAENOVAE,20,59.2,
5599100001,CARCHARHINUS LIMBATUS,1,16.0,E
5599100001,OPHICHTHUS REX,2,7.0,
5599100001,OPHICHTHUS REX,1,2.0,E
5599100001,RHIZOPRIONODON TERRAENOVAE,3,9.5,
5599100001,TRICHIURUS LEPTURUS,1,1.0,
5599100002,CARCHARHINUS LIMBATUS,1,12.0,
5599100002,OPHICHTHUS REX,9,39.0,E
5599100003,CARCHARHINUS ISODON,1,6.3,
5599100003,CARCHARHINUS ISODON,1,9.0,E
5599100003,CARCHARHINUS LIMBATUS,3,29.8,
5599100003,OPHICHTHIDAE,1,1.0,
5599100003,RHINOPTERA BONASUS,2,20.0,E
5599100004,CARCHARHINUS BREVIPINNA,1,2.0,E
5599100004,CARCHARHINUS ISODON,7,66.0,
5599100004,CARCHARHINUS ISODON,3,31.0,E
5599100004,CARCHARHINUS LIMBATUS,12,97.8,
5599100004,SCIAENOPS OCELLATA,2,8.0,
5599100005,BAGRE MARINUS,4,5.1,
5599100005,CARCHARHINUS ISODON,10,94.7,
5599100005,CARCHARHINUS LIMBATUS,14,127.3,
5599100005,CARCHARHINUS LIMBATUS,1,18.0,E
5599100006,CARCHARHINUS LIMBATUS,2,17.0,
5599100006,RHIZOPRIONODON TERRAENOVAE,1,2.7,
5599100007,CARCHARHINUS ACRONOTUS,1,8.0,
5599100007,CARCHARHINUS LIMBATUS,1,17.0,E
5599100007,CARCHARHINUS PLUMBEUS,2,32.0,E
5599100007,GALEOCERDO CUVIERI,1,17.0,E
5599100008,RHIZOPRIONODON TERRAENOVAE,2,6.3,
5599100008,SPHYRNA LEWINI,2,159.0,E
5599100008,SPHYRNA LEWINI,1,38.0,
5599100009,RHIZOPRIONODON TERRAENOVAE,9,31.0,
5599100010,RHIZOPRIONODON TERRAENOVAE,21,47.0,
5599100011,CARCHARHINUS ACRONOTUS,1,4.5,
5599100011,CARCHARHINUS LIMBATUS,1,5.4,
5599100011,RHIZOPRIONODON TERRAENOVAE,14,20.3,
5599100011,RHIZOPRIONODON TERRAENOVAE,1,2.2,C
5599100012,CARCHARHINUS BREVIPINNA,1,6.5,
5599100012,RHIZOPRIONODON TERRAENOVAE,4,6.9,
5599100013,CARCHARHINUS LIMBATUS,1,9.0,
5599100013,GALEOCERDO CUVIERI,4,89.0,E
5599100015,CARANX HIPPOS,1,10.0,
5599100015,CARCHARHINUS BREVIPINNA,2,25.5,
5599100015,CARCHARHINUS ISODON,3,23.5,
5599100015,CARCHARHINUS LIMBATUS,2,16.0,
5599100015,EUTHYNNUS ALLETTERATUS,1,4.0,E
5599100015,RHIZOPRIONODON TERRAENOVAE,5,14.9,
5599100016,RHIZOPRIONODON TERRAENOVAE,27,103.2,
5599100017,CARCHARHINUS PLUMBEUS,1,30.0,E
5599100017,GALEOCERDO CUVIERI,1,17.0,E
5599100018,RHIZOPRIONODON TERRAENOVAE,17,22.9,
5599100019,RHIZOPRIONODON TERRAENOVAE,19,27.7,
5599100020,NEGAPRION BREVIROSTRIS,1,38.0,E
5599100020,RHIZOPRIONODON TERRAENOVAE,4,4.6,
5599100022,CARCHARHINUS BREVIPINNA,1,2.3,
5599100022,CARCHARHINUS LIMBATUS,2,14.5,
5599100024,RHIZOPRIONODON TERRAENOVAE,1,0.8,
5599100024,SPHYRNA LEWINI,1,1.1,
5599100025,CARCHARHINUS LIMBATUS,1,11.0,
5599100025,RHIZOPRIONODON TERRAENOVAE,1,1.0,
5599100025,SCOMBEROMORUS MACULATUS,1,0.6,
5599100026,CARCHARHINUS LIMBATUS,1,1.1,
5599100026,RHIZOPRIONODON TERRAENOVAE,1,1.6,
5599100027,CARCHARHINUS BREVIPINNA,1,7.0,
5599100028,CARCHARHINUS BREVIPINNA,2,42.0,E
5599100028,CARCHARHINUS LIMBATUS,1,18.0,E
5599100028,CARCHARHINUS LIMBATUS,1,12.0,
5599100029,CARCHARHINUS BREVIPINNA,1,13.0,E
5599100029,LUTJANUS CAMPECHANUS,1,9.0,
5599100030,CARCHARHINUS ACRONOTUS,1,4.9,
5599100030,CARCHARHINUS BREVIPINNA,4,29.6,
5599100030,CARCHARHINUS BREVIPINNA,1,7.0,E
5599100031,RACHYCENTRON CANADUM,1,3.0,
5599100032,CARCHARHINUS BREVIPINNA,3,23.5,
5599100032,CARCHARHINUS LIMBATUS,2,12.3,
5599100033,CARCHARHINUS ISODON,2,9.1,
5599100033,CARCHARHINUS LIMBATUS,10,74.3,
5599100034,CARCHARHINUS LIMBATUS,2,17.8,
5599100034,RHINOPTERA BONASUS,1,8.0,E
5599100034,RHIZOPRIONODON TERRAENOVAE,1,0.6,
5599100035,RHIZOPRIONODON TERRAENOVAE,11,37.5,
5599100036,RHIZOPRIONODON TERRAENOVAE,4,18.5,
5599100037,CARCHARHINUS BREVIPINNA,4,31.4,
5599100037,CARCHARHINUS LIMBATUS,1,18.0,E
5599100038,CARCHARHINUS LIMBATUS,1,13.0,E
5599100038,RACHYCENTRON CANADUM,1,23.0,
5599100039,OPHICHTHUS REX,3,4.0,
5599100039,RHIZOPRIONODON TERRAENOVAE,1,4.5,
5599100039,SPHYRNA LEWINI,1,59.0,E
5599100041,CARCHARHINUS BREVIPINNA,1,13.0,E
5599100041,OPHICHTHUS REX,2,6.5,E
5599100041,SPHYRNA LEWINI,1,6.8,
5599100042,CARCHARHINUS LIMBATUS,2,52.0,E
5599100042,SPHYRNA LEWINI,1,11.5,
5599100043,CARCHARHINUS ACRONOTUS,2,14.8,
5599100043,CARCHARHINUS BREVIPINNA,2,26.0,
5599100043,CARCHARHINUS LIMBATUS,1,11.0,
5599100043,RHIZOPRIONODON TERRAENOVAE,2,7.6,
5599100044,CARCHARHINUS ACRONOTUS,1,9.3,
5599100044,RHIZOPRIONODON TERRAENOVAE,1,4.0,
5599100045,RHIZOPRIONODON TERRAENOVAE,1,3.6,
5599100045,SPHYRNA LEWINI,2,80.0,E
5599100046,CARCHARHINUS BREVIPINNA,6,41.8,
5599100046,RHIZOPRIONODON TERRAENOVAE,1,1.4,
5599100047,CARCHARHINUS ACRONOTUS,4,27.0,
5599100047,CARCHARHINUS LIMBATUS,1,16.0,E
5599100047,RACHYCENTRON CANADUM,1,21.0,
5599100047,RHIZOPRIONODON TERRAENOVAE,5,16.6,
5599100049,OPHICHTHUS REX,1,1.2,
5599100051,CARCHARHINUS ACRONOTUS,1,3.3,
5599100051,RHIZOPRIONODON TERRAENOVAE,2,4.5,
5599100052,CARCHARHINUS BREVIPINNA,1,6.5,
5599100052,CARCHARHINUS LIMBATUS,1,14.0,E
5599100052,RHIZOPRIONODON TERRAENOVAE,3,9.8,
5599100052,RHIZOPRIONODON TERRAENOVAE,1,2.8,E
5599100053,CARCHARHINUS LIMBATUS,1,17.2,
5599100053,RHIZOPRIONODON TERRAENOVAE,2,5.7,
5599100054,CARCHARHINUS BREVIPINNA,1,8.2,
5599100054,GALEOCERDO CUVIERI,1,32.0,E
5599100054,RHIZOPRIONODON TERRAENOVAE,9,25.2,
5599100054,RHIZOPRIONODON TERRAENOVAE,2,6.5,E
5599100054,SPHYRNA MOKARRAN,1,60.0,E
5599100055,CARCHARHINUS BREVIPINNA,2,19.5,
5599100055,CARCHARHINUS LIMBATUS,1,13.0,E
5599100055,RHIZOPRIONODON TERRAENOVAE,3,9.0,
5599100056,BAGRE MARINUS,1,0.6,E
5599100056,CARCHARHINUS BREVIPINNA,4,37.8,
5599100056,CARCHARHINUS LIMBATUS,1,17.0,
5599100056,RHIZOPRIONODON TERRAENOVAE,1,3.2,E
5599100056,RHIZOPRIONODON TERRAENOVAE,3,5.3,
5599100058,CARCHARHINUS BREVIPINNA,5,33.7,
5599100058,CARCHARHINUS BREVIPINNA,2,38.0,E
5599100058,CARCHARHINUS LIMBATUS,1,16.0,
5599100058,CARCHARHINUS LIMBATUS,2,53.0,E
