STATIONKEY,TAXON,NUMBER,WEIGHT,WTCODE
40300060,CARCHARHINUS PLUMBEUS,3,188.4,
40300060,EPINEPHELUS MORIO,6,10.3,
40300060,LUTJANUS GRISEUS,1,1.8,
40300060,RHIZOPRIONODON TERRAENOVAE,1,2.0,
40300061,CARCHARHINUS PLUMBEUS,1,38.4,
40300061,RHIZOPRIONODON TERRAENOVAE,4,10.7,
40300062,CARCHARHINUS PLUMBEUS,1,27.7,
40300062,MUSTELUS CANIS,1,8.2,
40300062,MUSTELUS SINUSMEXICANUS,1,9.3,
40300064,CARCHARHINUS PLUMBEUS,1,38.1,
40300064,SPHYRNA LEWINI,1,21.3,
40300065,CARCHARHINUS PLUMBEUS,1,35.7,
40300066,CARCHARHINUS ACRONOTUS,1,10.0,
40300066,CARCHARHINUS FALCIFORMIS,1,3.1,
40300066,CARCHARHINUS PLUMBEUS,2,71.5,
40300066,RHIZOPRIONODON TERRAENOVAE,1,2.2,
40300067,CARCHARHINUS FALCIFORMIS,1,5.2,
40300067,CARCHARHINUS PLUMBEUS,1,78.0,
40300067,CARCHARHINUS PLUMBEUS,2,92.3,E
40300067,EPINEPHELUS MORIO,6,12.9,
40300067,EPINEPHELUS MORIO,1,,C
40300067,EPINEPHELUS MORIO,1,,D
40300067,GINGLYMOSTOMA CIRRATUM,1,80.7,
40300067,RHIZOPRIONODON TERRAENOVAE,1,,D
40300068,CARCHARHINUS ACRONOTUS,1,7.1,
40300068,GINGLYMOSTOMA CIRRATUM,3,226.8,
40300068,SPHYRAENA BARRACUDA,1,5.4,
40300069,EPINEPHELUS MORIO,4,8.8,
40300069,GINGLYMOSTOMA CIRRATUM,1,,C
40300069,NEGAPRION BREVIROSTRIS,1,,C
40300070,CARCHARHINUS ACRONOTUS,4,22.8,
40300070,CARCHARHINUS PLUMBEUS,1,40.2,
40300070,EPINEPHELUS MORIO,4,3.6,
40300070,RHIZOPRIONODON TERRAENOVAE,9,34.7,
40300071,CARCHARHINUS PLUMBEUS,3,117.8,
40300071,CARCHARHINUS PLUMBEUS,1,,C
40300072,CARCHARHINUS FALCIFORMIS,2,7.8,
40300072,EPINEPHELUS MORIO,8,22.6,
40300072,RHIZOPRIONODON TERRAENOVAE,2,5.8,
40300072,RHIZOPRIONODON TERRAENOVAE,1,,C
40300072,SPHYRNA LEWINI,1,30.0,
40300073,CARCHARHINUS SIGNATUS,1,3.7,
40300073,UROPHYCIS FLORIDANUS,1,0.9,
40300074,OPHICHTHUS PUNCTICEPS,1,0.2,
40300075,MUSTELUS SINUSMEXICANUS,1,6.3,
40300076,CARCHARHINUS FALCIFORMIS,1,23.0,
40300076,RHIZOPRIONODON TERRAENOVAE,1,2.4,
40300076,SPHYRAENA BARRACUDA,1,3.6,
40300077,EPINEPHELUS MORIO,12,30.4,
40300077,RHIZOPRIONODON TERRAENOVAE,2,4.4,
40300077,SERIOLA DUMERILI,1,16.0,
40300078,CARCHARHINUS ACRONOTUS,2,7.9,
40300078,EPINEPHELUS MORIO,5,10.1,
40300078,RHIZOPRIONODON TERRAENOVAE,1,4.1,E
40300079,CARCHARHINUS LEUCAS,2,104.5,
40300079,EPINEPHELUS MORIO,1,2.3,
40300080,CARCHARHINUS ACRONOTUS,1,1.1,
40300080,CARCHARHINUS ACRONOTUS,1,,D
40300080,CARCHARHINUS LEUCAS,1,91.2,E
40300080,EPINEPHELUS MORIO,3,5.7,
40300080,EPINEPHELUS MORIO,2,,D
40300080,SPHYRNA MOKARRAN,2,233.6,
40300081,CARCHARHINUS PLUMBEUS,1,37.0,
40300081,RHIZOPRIONODON TERRAENOVAE,1,3.7,
40300081,RHIZOPRIONODON TERRAENOVAE,1,,D
40300082,OPHICHTHUS PUNCTICEPS,1,0.3,
40300083,CARCHARHINIDAE,1,,C
40300083,CARCHARHINUS PLUMBEUS,2,,C
40300084,CARCHARHINUS PLUMBEUS,1,,C
40300084,EPINEPHELUS MORIO,7,18.9,
40300084,EPINEPHELUS MORIO,1,,D
40300084,GINGLYMOSTOMA CIRRATUM,1,0.0,
40300084,RHIZOPRIONODON TERRAENOVAE,1,,D
40300084,SPHYRNA LEWINI,1,30.0,
40300085,CARCHARHINUS ACRONOTUS,1,7.0,
40300085,CARCHARHINUS PLUMBEUS,3,176.0,
40300085,CARCHARHINUS PLUMBEUS,1,,C
40300085,EPINEPHELUS MORIO,1,1.1,
40300085,GALEOCERDO CUVIERI,2,5.9,
40300085,LUTJANUS CAMPECHANUS,1,,D
40300086,CARCHARHINUS ACRONOTUS,1,,D
40300086,CARCHARHINUS LEUCAS,1,,C
40300086,CARCHARHINUS PLUMBEUS,1,41.7,
40300086,GINGLYMOSTOMA CIRRATUM,1,70.8,
40300086,RHIZOPRIONODON TERRAENOVAE,2,3.2,
40300087,CARCHARHINUS ACRONOTUS,4,18.8,
40300087,CARCHARHINUS LEUCAS,1,60.6,E
40300087,GALEOCERDO CUVIERI,1,126.7,
40300087,GALEOCERDO CUVIERI,1,,C
40300087,NEGAPRION BREVIROSTRIS,1,,C
40300087,RHIZOPRIONODON TERRAENOVAE,2,3.5,
40300088,GALEOCERDO CUVIERI,3,8.1,
40300088,GALEOCERDO CUVIERI,1,,C
40300088,LAGODON RHOMBOIDES,1,0.1,
40300089,EPINEPHELUS MORIO,2,4.1,
40300089,EPINEPHELUS MORIO,1,,D
40300089,RHIZOPRIONODON TERRAENOVAE,2,5.3,
40300090,CARCHARHINUS PLUMBEUS,4,196.9,
40300090,EPINEPHELUS MORIO,9,18.5,
40300090,EPINEPHELUS MORIO,1,,D
40300090,LUTJANUS CAMPECHANUS,1,2.4,
40300090,LUTJANUS SYNAGRIS,1,0.7,
40300090,RHIZOPRIONODON TERRAENOVAE,1,4.3,
40300091,CARCHARHINUS PLUMBEUS,1,53.5,
40300091,RHIZOPRIONODON TERRAENOVAE,6,17.4,
40300092,MUSTELUS SINUSMEXICANUS,1,3.8,
40300093,GYMNOTHORAX KOLPOS,1,1.5,
40300093,HYPORTHODUS NIGRITUS,1,12.5,
40300094,DASYATIS AMERICANA,1,8.8,
40300094,LOPHOLATILUS CHAMAELEONTICEPS,1,1.7,
40300094,SQUALUS CUBENSIS,1,0.2,
40300095,LOPHOLATILUS CHAMAELEONTICEPS,2,8.1,
40300096,CARCHARHINUS LIMBATUS,1,39.0,
40300096,RHIZOPRIONODON TERRAENOVAE,1,1.5,
40300097,CARCHARHINUS ACRONOTUS,9,79.9,
40300097,CARCHARHINUS ACRONOTUS,1,,D
40300097,CARCHARHINUS LIMBATUS,4,125.7,
40300097,RHIZOPRIONODON TERRAENOVAE,2,10.3,
40300097,RHIZOPRIONODON TERRAENOVAE,1,,D
40300097,SPHYRNA MOKARRAN,1,40.0,
40300098,CARCHARHINUS LIMBATUS,1,29.0,
40300098,RHIZOPRIONODON TERRAENOVAE,3,11.7,
40300099,LUTJANUS CAMPECHANUS,8,32.0,
40300099,OPHICHTHUS REX,1,1.8,
40300099,RHIZOPRIONODON TERRAENOVAE,25,79.3,
40300099,RHIZOPRIONODON TERRAENOVAE,1,,D
40300100,LUTJANUS CAMPECHANUS,4,18.3,
40300100,LUTJANUS CAMPECHANUS,1,,D
40300100,MUSTELUS SINUSMEXICANUS,2,10.3,
40300100,RHIZOPRIONODON TERRAENOVAE,15,41.0,
40300101,CARCHARHINUS PLUMBEUS,2,10.6,
40300101,CARCHARHINUS PLUMBEUS,1,,C
40300101,LUTJANUS CAMPECHANUS,4,22.4,
40300101,MUSTELUS SINUSMEXICANUS,4,22.1,
40300101,MUSTELUS SINUSMEXICANUS,1,,D
40300101,OPHICHTHUS REX,1,10.0,E
40300101,RHIZOPRIONODON TERRAENOVAE,15,47.3,
40300101,RHIZOPRIONODON TERRAENOVAE,2,,D
40300101,RHIZOPRIONODON TERRAENOVAE,1,1.5,E
40300102,LOPHOLATILUS CHAMAELEONTICEPS,3,5.0,
40300103,CARCHARHINUS ACRONOTUS,3,28.9,
40300103,ECHENEIS NAUCRATES,1,1.2,
40300103,LUTJANUS CAMPECHANUS,1,8.0,
40300103,RHIZOPRIONODON TERRAENOVAE,8,36.9,
40300103,RHIZOPRIONODON TERRAENOVAE,1,4.0,E
40300104,CARCHARHINUS ACRONOTUS,1,10.3,
40300104,GALEOCERDO CUVIERI,1,2.1,
40300105,CARCHARHINUS ACRONOTUS,1,9.4,
40300105,GALEOCERDO CUVIERI,1,2.1,
40300105,RHIZOPRIONODON TERRAENOVAE,5,23.1,
40300106,LUTJANUS CAMPECHANUS,2,18.0,
40300106,RHIZOPRIONODON TERRAENOVAE,14,31.6,
40300107,CARCHARHINUS FALCIFORMIS,1,2.5,
40300107,CARCHARHINUS PLUMBEUS,3,164.0,
40300107,CARCHARHINUS PLUMBEUS,2,114.0,E
40300107,LUTJANUS CAMPECHANUS,19,121.0,
40300107,LUTJANUS CAMPECHANUS,2,,D
40300107,OPHICHTHUS REX,2,4.0,
40300107,RHIZOPRIONODON TERRAENOVAE,16,62.4,
40300107,RHIZOPRIONODON TERRAENOVAE,5,,D
40300107,RHIZOPRIONODON TERRAENOVAE,1,2.8,E
40300108,LOPHOLATILUS CHAMAELEONTICEPS,2,10.5,
40300108,UROPHYCIS CIRRATUS,1,1.0,
40300109,CARCHARHINUS FALCIFORMIS,4,168.5,
40300109,CARCHARHINUS PLUMBEUS,5,256.0,
40300109,LUTJANUS CAMPECHANUS,6,33.7,
40300109,LUTJANUS CAMPECHANUS,2,,D
40300109,LUTJANUS CAMPECHANUS,1,5.4,E
40300109,OPHICHTHUS REX,1,0.8,
40300109,RHIZOPRIONODON TERRAENOVAE,1,3.0,
40300110,CARCHARHINUS ACRONOTUS,2,18.1,
40300110,CARCHARHINUS PLUMBEUS,1,,C
40300110,RHIZOPRIONODON TERRAENOVAE,8,22.1,
40300110,SCIAENOPS OCELLATA,1,8.4,
40300111,CARCHARHINUS ACRONOTUS,3,10.3,
40300111,RHIZOPRIONODON TERRAENOVAE,5,12.4,
40300112,CARCHARHINUS ACRONOTUS,5,29.1,
40300112,CARCHARHINUS ACRONOTUS,4,,D
40300112,CARCHARHINUS LEUCAS,1,73.0,
40300112,CARCHARHINUS LEUCAS,1,,C
40300112,CARCHARHINUS LIMBATUS,3,,C
40300112,LUTJANUS CAMPECHANUS,1,6.5,
40300112,RHIZOPRIONODON TERRAENOVAE,5,16.8,
40300113,CARCHARHINUS ACRONOTUS,7,70.1,
40300113,CARCHARHINUS ACRONOTUS,1,,D
40300113,CARCHARHINUS BREVIPINNA,2,,C
40300113,CARCHARHINUS LIMBATUS,1,30.0,
40300113,CARCHARHINUS LIMBATUS,1,32.0,E
40300113,RHIZOPRIONODON TERRAENOVAE,8,30.3,
40300113,RHIZOPRIONODON TERRAENOVAE,1,3.5,E
40300114,CARCHARHINUS ACRONOTUS,2,20.2,
40300114,CARCHARHINUS LEUCAS,1,,C
40300114,RHIZOPRIONODON TERRAENOVAE,37,137.1,
40300114,RHIZOPRIONODON TERRAENOVAE,1,,D
40300115,LOPHOLATILUS CHAMAELEONTICEPS,1,1.6,
40300115,OPHICHTHUS REX,1,,C
40300116,CARCHARHINUS PLUMBEUS,1,32.0,
40300116,LUTJANUS CAMPECHANUS,5,32.5,
40300116,MUSTELUS SINUSMEXICANUS,3,11.6,
40300116,OPHICHTHUS PUNCTICEPS,1,0.5,
40300116,RHIZOPRIONODON TERRAENOVAE,6,21.9,
40300116,SPHYRNA LEWINI,1,6.9,
40300117,HYPORTHODUS  FLAVOLIMBATUS,1,5.3,
40300117,LOPHOLATILUS CHAMAELEONTICEPS,2,7.3,
40300117,OPHICHTHUS REX,1,3.0,
40300117,OPHICHTHUS REX,1,3.0,E
40300118,HYPORTHODUS  FLAVOLIMBATUS,2,16.3,
40300118,LUTJANUS CAMPECHANUS,5,28.3,
40300118,LUTJANUS CAMPECHANUS,1,3.5,E
40300118,MUSTELUS SINUSMEXICANUS,1,,D
40300118,RHIZOPRIONODON TERRAENOVAE,1,3.8,
40300118,RHOMBOPLITES AURORUBENS,1,0.5,E
40300119,CARCHARHINUS ACRONOTUS,1,1.2,
40300119,RHIZOPRIONODON TERRAENOVAE,8,27.0,
40300120,CARCHARHINUS ACRONOTUS,1,9.7,
40300120,LUTJANUS CAMPECHANUS,5,33.4,
40300120,RHIZOPRIONODON TERRAENOVAE,16,59.6,
40300120,RHIZOPRIONODON TERRAENOVAE,1,,D
40300121,CARCHARHINUS ACRONOTUS,7,66.6,
40300121,CARCHARHINUS ACRONOTUS,1,10.5,E
40300121,LUTJANUS CAMPECHANUS,12,90.9,
40300121,RHIZOPRIONODON TERRAENOVAE,15,62.8,
40300121,RHIZOPRIONODON TERRAENOVAE,1,,D
40300122,CARCHARHINUS LIMBATUS,1,,C
40300122,LUTJANUS CAMPECHANUS,8,42.4,
40300122,RHIZOPRIONODON TERRAENOVAE,11,38.5,
40300122,RHIZOPRIONODON TERRAENOVAE,1,,D
40300123,CARCHARHINUS ACRONOTUS,3,23.0,
40300123,CARCHARHINUS ACRONOTUS,1,,D
40300123,CARCHARHINUS LIMBATUS,1,12.5,
40300123,RHIZOPRIONODON TERRAENOVAE,9,36.2,
40300123,RHIZOPRIONODON TERRAENOVAE,1,4.0,D
40300124,CARCHARHINUS ACRONOTUS,8,67.9,
40300124,CARCHARHINUS ACRONOTUS,3,25.5,E
40300124,CARCHARHINUS BREVIPINNA,4,27.6,
40300124,CARCHARHINUS LIMBATUS,2,21.0,
40300124,RHIZOPRIONODON TERRAENOVAE,27,95.5,
40300125,CARCHARHINUS ACRONOTUS,1,6.8,
40300125,CARCHARHINUS LIMBATUS,1,14.6,
40300125,RHIZOPRIONODON TERRAENOVAE,21,66.4,
40300125,RHIZOPRIONODON TERRAENOVAE,2,,D
40300125,SPHYRNA TIBURO,1,3.0,
40300126,CARCHARHINUS ACRONOTUS,8,54.7,
40300126,CARCHARHINUS ACRONOTUS,1,3.5,D
40300126,RHIZOPRIONODON TERRAENOVAE,1,0.6,
40300127,BAGRE MARINUS,4,3.9,
40300127,BAGRE MARINUS,1,,D
40300127,BAGRE MARINUS,1,1.3,E
40300127,CARCHARHINUS BREVIPINNA,13,136.9,
40300127,CARCHARHINUS BREVIPINNA,3,35.0,E
40300127,CARCHARHINUS LEUCAS,2,97.0,
40300127,CARCHARHINUS LIMBATUS,12,179.7,
40300127,CARCHARHINUS LIMBATUS,1,25.0,E
40300127,RHIZOPRIONODON TERRAENOVAE,3,9.8,
40300127,RHIZOPRIONODON TERRAENOVAE,3,,D
40300127,RHIZOPRIONODON TERRAENOVAE,1,1.0,E
40300127,SPHYRNA TIBURO,1,8.5,
40300128,BAGRE MARINUS,8,8.0,
40300128,CARCHARHINUS ACRONOTUS,3,19.2,
40300128,RHIZOPRIONODON TERRAENOVAE,13,46.5,
40300129,CARCHARHINUS ACRONOTUS,1,4.0,E
40300129,RHIZOPRIONODON TERRAENOVAE,8,24.7,
40300130,LUTJANUS CAMPECHANUS,2,9.1,
40300130,RHIZOPRIONODON TERRAENOVAE,10,34.3,
40300131,HYPORTHODUS  FLAVOLIMBATUS,1,5.5,
40300131,LOPHOLATILUS CHAMAELEONTICEPS,5,27.4,
40300131,OPHICHTHUS REX,1,,C
40300132,HYPORTHODUS  FLAVOLIMBATUS,2,4.6,
40300132,MUSTELUS SINUSMEXICANUS,5,27.5,
40300132,MUSTELUS SINUSMEXICANUS,1,10.0,E
40300132,OPHICHTHUS REX,1,1.4,
40300132,OPHICHTHUS REX,1,4.0,E
40300133,CARCHARHINUS FALCIFORMIS,1,2.7,
40300133,HYPORTHODUS  FLAVOLIMBATUS,2,12.0,
40300133,MUSTELUS SINUSMEXICANUS,5,28.5,
40300133,OPHICHTHUS REX,1,1.9,
40300134,MUSTELUS SINUSMEXICANUS,3,22.9,
40300134,OPHICHTHUS REX,1,3.2,
40300135,CARCHARHINUS PLUMBEUS,1,48.0,
40300135,MUSTELUS SINUSMEXICANUS,4,13.5,
40300135,MUSTELUS SINUSMEXICANUS,1,,C
40300136,SQUALUS CUBENSIS,1,0.6,
40300137,HYPORTHODUS  FLAVOLIMBATUS,2,11.7,
40300137,MUSTELUS SINUSMEXICANUS,10,62.7,
40300138,CARCHARHINUS PLUMBEUS,1,13.0,
40300138,CARCHARHINUS PLUMBEUS,4,153.0,E
40300138,MUSTELUS SINUSMEXICANUS,11,47.0,
40300138,MUSTELUS SINUSMEXICANUS,1,,D
40300138,OPHICHTHUS REX,3,5.5,
40300138,OPHICHTHUS REX,1,3.0,E
40300138,RHIZOPRIONODON TERRAENOVAE,13,34.4,
40300138,RHIZOPRIONODON TERRAENOVAE,1,,C
40300138,RHIZOPRIONODON TERRAENOVAE,2,3.9,D
40300139,CARCHARHINUS ACRONOTUS,1,11.6,
40300139,CARCHARHINUS LEUCAS,1,72.0,E
40300139,LUTJANUS CAMPECHANUS,1,5.2,
40300139,RHIZOPRIONODON TERRAENOVAE,70,292.0,
40300139,RHIZOPRIONODON TERRAENOVAE,1,4.5,E
40300140,CARCHARHINUS ACRONOTUS,2,15.4,
40300140,CARCHARHINUS LEUCAS,1,,C
40300140,CARCHARHINUS LIMBATUS,1,11.1,
40300140,GALEOCERDO CUVIERI,1,104.8,
40300140,GALEOCERDO CUVIERI,1,,C
40300140,LUTJANUS CAMPECHANUS,17,101.1,
40300140,LUTJANUS CAMPECHANUS,1,,D
40300140,RHIZOPRIONODON TERRAENOVAE,18,67.2,
40300141,BAGRE MARINUS,9,10.0,
40300141,CORYPHAENA HIPPURUS,1,5.7,
40300141,RHIZOPRIONODON TERRAENOVAE,3,11.6,
40300142,BAGRE MARINUS,1,1.0,
40300142,CARCHARHINUS BREVIPINNA,2,16.3,
40300142,RHIZOPRIONODON TERRAENOVAE,3,8.7,
40300143,ARIUS FELIS,1,0.8,
40300143,BAGRE MARINUS,7,8.0,
40300143,CARCHARHINUS LIMBATUS,1,13.0,
40300143,RHIZOPRIONODON TERRAENOVAE,2,7.6,
40300143,RHIZOPRIONODON TERRAENOVAE,1,,D
40300143,SPHYRNA LEWINI,1,15.0,
40300144,BAGRE MARINUS,3,2.9,
40300144,CARCHARHINUS ACRONOTUS,1,6.6,
40300144,RHIZOPRIONODON TERRAENOVAE,19,70.3,
40300144,RHIZOPRIONODON TERRAENOVAE,2,,D
40300145,ARIUS FELIS,1,0.9,
40300145,CARCHARHINUS ACRONOTUS,1,10.2,
40300145,GALEOCERDO CUVIERI,1,94.0,E
40300145,RHIZOPRIONODON TERRAENOVAE,9,27.0,
40300145,RHIZOPRIONODON TERRAENOVAE,1,,D
40300146,BAGRE MARINUS,3,4.3,
40300146,BAGRE MARINUS,2,,D
40300146,CARCHARHINUS BREVIPINNA,3,23.5,
40300146,CARCHARHINUS LEUCAS,1,31.7,
40300146,CARCHARHINUS LIMBATUS,3,28.4,
40300146,CARCHARHINUS LIMBATUS,1,,D
40300146,RHIZOPRIONODON TERRAENOVAE,1,1.1,
40300146,SCIAENOPS OCELLATA,1,7.8,
40300147,CARCHARHINUS ACRONOTUS,2,14.0,
40300147,RHIZOPRIONODON TERRAENOVAE,5,18.1,
40300147,RHIZOPRIONODON TERRAENOVAE,2,,D
40300148,CARCHARHINUS ACRONOTUS,1,11.0,
40300148,CARCHARHINUS LEUCAS,1,,C
40300148,CARCHARHINUS PLUMBEUS,1,52.0,E
40300148,LUTJANUS CAMPECHANUS,19,90.4,
40300148,LUTJANUS CAMPECHANUS,1,5.0,E
40300148,OPHICHTHUS REX,1,5.0,E
40300148,RHIZOPRIONODON TERRAENOVAE,25,98.3,
40300148,RHIZOPRIONODON TERRAENOVAE,2,,D
40300148,RHIZOPRIONODON TERRAENOVAE,1,3.5,E
40300148,SPHYRNA LEWINI,1,54.0,
40300149,CARCHARHINUS FALCIFORMIS,1,26.0,
40300149,LOPHOLATILUS CHAMAELEONTICEPS,1,7.4,
40300149,OPHICHTHUS REX,5,,C
40300149,SQUALUS CUBENSIS,1,1.3,
40300150,ARIUS FELIS,1,,D
40300150,CARCHARHINUS BREVIPINNA,1,53.0,E
40300150,CARCHARHINUS LEUCAS,1,60.0,
40300150,CARCHARHINUS PLUMBEUS,1,40.3,
40300150,CARCHARHINUS PLUMBEUS,1,43.0,E
40300150,LUTJANUS CAMPECHANUS,3,23.0,
40300150,MUSTELUS SINUSMEXICANUS,1,4.8,
40300150,OPHICHTHUS REX,1,1.4,
40300150,RHIZOPRIONODON TERRAENOVAE,32,107.9,
40300150,RHIZOPRIONODON TERRAENOVAE,2,,D
40300151,CARCHARHINUS LIMBATUS,1,20.0,
40300151,LUTJANUS CAMPECHANUS,4,13.0,
40300151,LUTJANUS CAMPECHANUS,1,,D
40300151,RHIZOPRIONODON TERRAENOVAE,33,131.0,
40300151,RHIZOPRIONODON TERRAENOVAE,2,,D
40300152,CARCHARHINUS LIMBATUS,5,59.0,
40300152,CARCHARHINUS LIMBATUS,2,,C
40300152,CARCHARHINUS LIMBATUS,1,26.8,E
40300152,RHIZOPRIONODON TERRAENOVAE,17,55.8,
40300152,RHIZOPRIONODON TERRAENOVAE,1,,D
40300153,CARCHARHINUS LIMBATUS,2,40.0,
40300153,CARCHARHINUS LIMBATUS,1,,C
40300153,CARCHARHINUS LIMBATUS,1,25.0,E
40300153,RHIZOPRIONODON TERRAENOVAE,18,75.5,
40300153,RHIZOPRIONODON TERRAENOVAE,2,,D
40300154,CARCHARHINUS LEUCAS,1,46.0,
40300154,CARCHARHINUS LIMBATUS,4,123.0,
40300154,CARCHARHINUS LIMBATUS,2,57.0,E
40300154,RHIZOPRIONODON TERRAENOVAE,22,36.4,
40300154,RHIZOPRIONODON TERRAENOVAE,5,,D
40300154,RHIZOPRIONODON TERRAENOVAE,1,1.7,E
40300154,SPHYRNA MOKARRAN,1,40.0,E
40300155,MUSTELUS NORRISI,1,3.1,
40300155,MUSTELUS SINUSMEXICANUS,14,103.6,
40300155,MUSTELUS SINUSMEXICANUS,1,8.0,E
40300155,OPHICHTHUS REX,1,6.0,
40300155,OPHICHTHUS REX,11,82.0,E
40300155,RHIZOPRIONODON TERRAENOVAE,2,6.7,
40300156,MUSTELUS SINUSMEXICANUS,1,6.2,
40300156,OPHICHTHUS PUNCTICEPS,1,,C
40300156,OPHICHTHUS REX,1,7.0,
40300156,OPHICHTHUS REX,9,,C
40300157,LOPHOLATILUS CHAMAELEONTICEPS,2,12.1,
40300157,MUSTELUS NORRISI,1,2.8,
40300157,OPHICHTHUS REX,2,,C
40300158,LUTJANUS CAMPECHANUS,1,6.8,
40300158,MUSTELUS CANIS,2,6.7,
40300158,MUSTELUS SINUSMEXICANUS,15,105.0,
40300158,OPHICHTHUS REX,5,,C
40300158,RHIZOPRIONODON TERRAENOVAE,1,3.3,
40300159,CARCHARHINUS ACRONOTUS,1,9.5,
40300159,CARCHARHINUS LEUCAS,1,45.0,E
40300159,CARCHARHINUS LIMBATUS,3,53.8,
40300159,RHIZOPRIONODON TERRAENOVAE,45,125.8,
40300159,RHIZOPRIONODON TERRAENOVAE,4,,D
40300160,BAGRE MARINUS,1,1.1,
40300160,CARCHARHINUS LIMBATUS,3,70.0,
40300160,CARCHARHINUS LIMBATUS,1,,D
40300160,CARCHARHINUS LIMBATUS,1,29.0,E
40300160,RHIZOPRIONODON TERRAENOVAE,10,29.5,
40300160,RHIZOPRIONODON TERRAENOVAE,2,,D
40300161,CARCHARHINUS ACRONOTUS,2,15.7,
40300161,CARCHARHINUS PLUMBEUS,2,118.8,
40300161,CARCHARHINUS PLUMBEUS,1,,C
40300161,GINGLYMOSTOMA CIRRATUM,1,80.7,
40300161,LUTJANUS CAMPECHANUS,10,116.8,
40300161,LUTJANUS CAMPECHANUS,2,,C
40300161,LUTJANUS CAMPECHANUS,1,,D
40300161,RHIZOPRIONODON TERRAENOVAE,9,41.1,
40300162,CARCHARHINUS ACRONOTUS,1,11.2,
40300162,CARCHARHINUS PLUMBEUS,1,57.2,
40300162,LUTJANUS CAMPECHANUS,1,6.3,
40300162,RHIZOPRIONODON TERRAENOVAE,6,14.9,
40300163,CARCHARHINUS PLUMBEUS,1,56.2,
40300163,CARCHARHINUS PLUMBEUS,1,39.1,E
40300163,MUSTELUS SINUSMEXICANUS,4,24.6,
40300163,RHIZOPRIONODON TERRAENOVAE,1,5.3,
40300164,CARCHARHINUS PLUMBEUS,1,50.0,
40300164,MUSTELUS,1,3.0,
40300164,MUSTELUS NORRISI,7,23.1,
40300165,LOPHOLATILUS CHAMAELEONTICEPS,6,18.8,
40300165,OPHICHTHUS REX,1,,D
40300166,CARCHARHINUS SIGNATUS,1,35.0,
40300166,LOPHOLATILUS CHAMAELEONTICEPS,14,49.0,
40300166,LOPHOLATILUS CHAMAELEONTICEPS,1,,D
40300166,LOPHOLATILUS CHAMAELEONTICEPS,1,1.3,E
40300166,MUSTELUS NORRISI,1,3.4,
40300166,UROPHYCIS FLORIDANUS,2,2.0,
40300167,HYPORTHODUS  FLAVOLIMBATUS,1,7.0,
40300167,LOPHOLATILUS CHAMAELEONTICEPS,1,0.3,
40300168,CARCHARHINUS BREVIPINNA,1,23.0,
40300168,HYPORTHODUS  FLAVOLIMBATUS,2,6.8,
40300168,OPHICHTHUS REX,2,,C
40300169,GALEOCERDO CUVIERI,1,2.4,
40300170,ARIUS FELIS,1,0.6,
40300170,CARCHARHINUS PLUMBEUS,1,33.0,
40300171,CARCHARHINUS PLUMBEUS,1,41.0,E
40300171,GALEOCERDO CUVIERI,3,10.5,
40300171,RHIZOPRIONODON TERRAENOVAE,12,14.6,
40300171,RHIZOPRIONODON TERRAENOVAE,1,,D
40300171,SPHYRNA MOKARRAN,1,82.0,E
40300172,CARCHARHINUS PLUMBEUS,2,78.6,
40300172,RHIZOPRIONODON TERRAENOVAE,13,33.8,
40300172,RHIZOPRIONODON TERRAENOVAE,1,,D
40300173,CARCHARHINUS ACRONOTUS,1,7.1,
40300173,CARCHARHINUS LIMBATUS,1,25.0,
40300173,RHIZOPRIONODON TERRAENOVAE,4,18.1,
40300173,SPHYRNA MOKARRAN,1,50.0,
40300174,CARCHARHINUS PLUMBEUS,3,117.0,E
40300175,CARCHARHINUS PLUMBEUS,1,47.0,
40300175,DIPLECTRUM FORMOSUM,1,,D
40300175,RHIZOPRIONODON TERRAENOVAE,1,4.5,
40300176,CARCHARHINUS ACRONOTUS,1,2.1,
40300176,CARCHARHINUS PLUMBEUS,1,,C
40300176,EPINEPHELUS MORIO,1,,D
40300176,GALEOCERDO CUVIERI,1,6.2,
40300176,GINGLYMOSTOMA CIRRATUM,1,93.0,
40300176,RHIZOPRIONODON TERRAENOVAE,1,,D
40300177,CARCHARHINUS ACRONOTUS,1,,D
40300177,EPINEPHELUS MORIO,4,12.5,
40300177,SERIOLA DUMERILI,1,1.4,
40300178,CARCHARHINUS FALCIFORMIS,1,2.8,
40300178,EPINEPHELUS MORIO,4,8.4,
40300178,GALEOCERDO CUVIERI,1,22.0,E
40300178,MUSTELUS NORRISI,1,2.2,
40300178,RHIZOPRIONODON TERRAENOVAE,1,4.0,
40300179,EPINEPHELUS MORIO,1,6.5,
40300179,MYCTEROPERCA PHENAX,1,3.9,
40300179,RACHYCENTRON CANADUM,1,4.4,
40300179,RHIZOPRIONODON TERRAENOVAE,1,2.5,
40300180,LOPHOLATILUS CHAMAELEONTICEPS,1,0.9,
40300180,SQUALUS,2,3.8,
40300180,UROPHYCIS FLORIDANUS,1,0.5,
40300181,LOPHOLATILUS CHAMAELEONTICEPS,1,2.3,
40300182,CARCHARHINUS FALCIFORMIS,1,44.0,
40300182,CARCHARHINUS PLUMBEUS,2,81.0,E
40300182,HYPORTHODUS NIVEATUS,1,1.8,
40300182,LOPHOLATILUS CHAMAELEONTICEPS,1,1.2,
40300182,MUSTELUS,3,14.1,
